temperature_c,humidity_pct,pressure_hpa,mq4_ch4_ppm,mq135_gas_ppm,sound_db,vibration_g,temp_change_rate,ch4_change_rate,Hazard_Type,Risk_Level,Recommended_Action
28.54,60.22,1009.84,922.94,77.44,77.68,0.32,0.165,77.374,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
26.13,68.39,1014.37,121,54.87,49.31,0.25,0.026,-0.386,Normal,Safe,Maintain Regular Monitoring
23.37,74.54,1018.62,125.72,77.41,60.86,0.05,0.029,1.362,Normal,Safe,Maintain Regular Monitoring
24.68,61.05,1005.71,256.68,55.95,90.22,4.72,0.007,1.297,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
26.77,62.27,1010.53,61.9,53.9,67.62,0.2,0.033,2.514,Normal,Safe,Maintain Regular Monitoring
28.61,94.97,996.5,338.87,439.1,40.95,0.16,-0.005,-0.764,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
25.82,69.29,1005.49,4663.56,167.11,62.81,0.17,0.125,72.964,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
26.8,49.9,1001.55,3180.87,123.19,62.06,0.21,-0.008,15.092,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
42.77,33.57,1010.98,584.43,280.65,81.66,0.34,2.97,6.52,Spontaneous Combustion / Fire,High Risk,Dispatch Fire Inspection Team & Seal Airflow
31.63,93.35,1005.31,278.31,448.54,44.08,0.1,-0.003,2.069,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
22.42,58.62,1009.45,141.97,79,62.32,0.25,-0.063,2.36,Normal,Safe,Maintain Regular Monitoring
54.38,42.6,1007.34,648.08,616.44,72.36,0.3,2.645,7.879,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
54.53,33.69,1006.48,836.68,556.71,69.41,0.16,2.625,6.147,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
24.12,56.98,1012.12,102.33,80.64,63.14,0.05,0.03,1.052,Normal,Safe,Maintain Regular Monitoring
28.24,93.46,1006.41,289.99,352.75,50.46,0.1,-0.057,1.469,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
26.07,59.52,1011.79,222.33,46.04,90.33,3.63,-0.033,-0.027,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
39.53,29.54,1012.31,937.59,428.17,61.67,0.3,0.888,2.693,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
29.8,89.61,1007.59,267.64,250.23,48.93,0.09,0.168,1.19,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
33.17,94.7,1011.91,426.31,391.94,45.16,0.08,0.044,2.451,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
24.62,58.81,1012.02,181.03,67.02,90.44,5.01,-0.033,0.779,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
30.57,92.65,1006.87,295.61,278.37,39.74,0.09,0.044,-0.223,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
21.33,61.79,1008.59,221.1,66.6,108.11,4.23,0.019,-1.351,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
28.01,71.88,1012.06,237.96,48.3,101.09,4.44,-0.065,-0.56,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
45.05,40.06,1010,427.22,294.91,68.24,0.16,2.309,7.446,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
26.3,59.09,1009.37,141.94,119.24,100.72,4.39,0.045,1.624,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
24.09,65.57,1016.64,196.52,48.75,63.57,0.18,-0.008,-0.842,Normal,Safe,Maintain Regular Monitoring
31.5,92.45,1008.29,318.8,238.32,40.6,0.07,0.085,-2.207,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
31.53,84.84,1004.91,410.2,498.58,45.16,0.14,0.077,2.196,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
22.74,65.84,1011.62,61.29,88.28,61.2,0.15,-0.045,2.203,Normal,Safe,Maintain Regular Monitoring
34.63,82.58,999.78,425.66,417.09,49.3,0.09,0.138,0.833,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
26.27,49.95,1017.27,157.91,29.18,50.42,0.15,0.037,1.043,Normal,Safe,Maintain Regular Monitoring
27.52,61.03,1014.43,81.56,57.52,53.17,0.07,-0.03,0.895,Normal,Safe,Maintain Regular Monitoring
26.11,57.35,1010.21,141.65,46.15,101.36,4.08,0.011,-2.112,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
23.42,60.36,1011.73,63.71,70.1,47.95,0.18,-0.014,-2.223,Normal,Safe,Maintain Regular Monitoring
32.15,88.88,1001.09,241.05,400.08,47.37,0.04,-0.005,0.894,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
29.3,89.85,1004.46,324.9,260,48.72,0.14,-0.007,2.149,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
26.01,64.29,1009.24,1075.86,141.64,58.02,0.23,0.207,57.666,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
23.4,57.84,1011.72,217.64,50.38,56.57,0.06,-0.027,-0.611,Normal,Safe,Maintain Regular Monitoring
25.53,66.32,1018.3,212.93,77.87,51.12,0.22,0.121,0.553,Normal,Safe,Maintain Regular Monitoring
41.44,40.01,1007.11,625.29,463.43,59.59,0.28,2.132,4.986,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
25.88,57.12,1010.34,86.05,107.44,77.63,6.34,0.024,-0.97,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
42.37,38.47,1014.2,317.27,274.13,71.65,0.3,0.829,8.735,Spontaneous Combustion / Fire,High Risk,Dispatch Fire Inspection Team & Seal Airflow
23.39,63.93,1005.08,90.21,34.98,49.2,0.1,-0.021,1.89,Normal,Safe,Maintain Regular Monitoring
56.08,32.04,1008.45,711.51,512.97,49.33,0.21,2.118,6.012,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
53.5,43.27,1013.09,363.9,260.72,68.54,0.41,0.957,7.265,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
26.78,69.63,1012.37,97.57,59.24,101.82,4.74,0.051,-0.272,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
25.8,63.04,1010.35,126.96,46.54,66.99,0.05,0.021,0.717,Normal,Safe,Maintain Regular Monitoring
26.22,63.82,1010.9,225.44,60.87,115.17,2.72,-0.006,0.219,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
40.33,43.16,1008.18,795.02,644.86,63.83,0.39,2.533,8.69,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
26.32,66.61,1015.63,171.84,97.3,77.45,3.8,-0.067,0.591,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
21.6,68.33,1011.18,146.21,50,63.12,0.24,0.015,1.472,Normal,Safe,Maintain Regular Monitoring
47.8,42.84,1012.29,858.88,679.03,70.3,0.25,3.049,8.976,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
22.27,72.2,1012.63,112.45,96.29,79.8,6.47,0.007,-1.553,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
24.28,69.72,1009.64,69.67,86.08,49.89,0.05,0.045,0.916,Normal,Safe,Maintain Regular Monitoring
24.16,67.98,1016.45,247.86,107.15,71.27,6.15,0.015,-1.503,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
22.91,66.27,1011.97,90.38,114.98,107.93,4.18,0.028,1.459,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
24.67,57.96,1013.03,154.96,26.7,59.74,0.13,0.046,-1.28,Normal,Safe,Maintain Regular Monitoring
25.13,73.1,1012.68,219.54,65.84,54,0.11,0.055,0.32,Normal,Safe,Maintain Regular Monitoring
27.22,66.32,1008.5,202.28,79,89.38,4.03,0.03,0.963,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
23.68,64.51,1012.21,59.47,85.67,57.89,0.1,0.009,-1.477,Normal,Safe,Maintain Regular Monitoring
55.75,30.99,1008.09,937.3,643.32,73.97,0.28,1.786,10.022,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
28.03,63.57,1010.07,197.3,42.51,55.45,0.2,-0.029,-0.886,Normal,Safe,Maintain Regular Monitoring
42.82,42.96,1013.5,511.27,538.32,69.04,0.38,1.209,6.006,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
20.53,60.69,1016.73,75.46,76.64,59.25,0.17,0.06,-1.294,Normal,Safe,Maintain Regular Monitoring
34.85,90.34,1003.34,168.11,481.18,38.49,0.14,0.187,1.102,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
21.93,59.02,1018.85,141.78,82.1,77.79,4.65,0.046,-1.955,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
21.49,65.02,1015.33,65.23,101.16,83.7,3.76,-0.003,-0.468,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
27.27,68.27,1010.39,194.93,111.86,109.42,4.32,0.032,1.528,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
24.53,58.13,1013.8,139.35,94,47.78,0.09,0.094,1.411,Normal,Safe,Maintain Regular Monitoring
26.67,66.94,1015.9,169.75,55.25,106.79,3.19,-0.033,1.421,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
23.72,60.15,1012.98,49.64,98.12,60.66,0.2,0.042,0.006,Normal,Safe,Maintain Regular Monitoring
20.3,59.06,1010.54,185.38,62.95,51.16,0.17,-0.091,1.706,Normal,Safe,Maintain Regular Monitoring
23.79,56.57,1013.51,187.99,72.64,56.5,0.23,-0.013,0.203,Normal,Safe,Maintain Regular Monitoring
26.15,58.29,1010.13,3433.08,134.18,49.71,0.17,0.376,18.397,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
26.72,68.26,1015.47,123.87,41.79,115.5,3.47,0.065,-0.429,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
24.39,63.09,1010.42,224.85,113.5,118.49,4.93,0.012,1.096,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
28.3,56.32,1005.22,1771.35,131.8,55.16,0.18,0.184,76.174,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
22.36,67.03,1013.76,86.03,54.09,61.66,0.2,0.05,0.332,Normal,Safe,Maintain Regular Monitoring
26.52,66.47,1007.75,86.58,66,75.2,4.51,0.056,1.602,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
28.96,67.62,1006.62,1361.63,171.16,56.91,0.29,0.141,82.663,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
24.79,67.77,1009.62,1895.13,95.21,67.46,0.27,0.304,53.684,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
27.44,64.21,1010.68,185.08,59.21,57.5,0.25,-0.075,-1.558,Normal,Safe,Maintain Regular Monitoring
25.78,66.18,1011.18,138.31,88.7,117.79,4.8,0.079,0.028,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
23.12,66.07,1011.91,202.04,72.58,88.89,3.72,0,1.819,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
26.14,61.19,1010.22,201.3,80.19,58.04,0.08,-0.016,1.422,Normal,Safe,Maintain Regular Monitoring
22.84,66.25,1013.82,91.17,51.23,53.02,0.15,0.095,-0.619,Normal,Safe,Maintain Regular Monitoring
25.37,70.6,1012.28,89.97,89.31,111.29,2.47,-0.005,-0.383,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
48.91,46.3,1013.28,522.57,597.21,73.49,0.39,3.311,3.179,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
25.9,63.47,1012.61,83.42,45.25,56.04,0.22,-0.071,1.539,Normal,Safe,Maintain Regular Monitoring
28.69,53.56,1011.89,88.62,76.82,70.71,3.9,-0.096,-1.591,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
24.69,59.33,1010.79,211.28,33,62.74,0.2,-0.015,0.309,Normal,Safe,Maintain Regular Monitoring
30.57,59.01,1002.69,3848.41,164.12,57.99,0.33,0.212,40.419,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
19.1,70.16,1009.5,141.52,78.53,80.09,5.55,0.012,0.604,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
30.02,59.08,1005.84,1227.87,74.55,63.38,0.21,0.147,41.891,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
56.01,44.74,1013.25,815.29,342.73,65.76,0.32,0.973,3.362,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
25.78,62.79,1003.5,3282.37,136.09,56.42,0.12,0.065,30.852,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
25.69,63.17,1012.31,220.36,30.82,59.98,0.13,-0.023,2.854,Normal,Safe,Maintain Regular Monitoring
23.02,57.84,1012.96,251.67,81.27,75,5.88,-0.006,-0.424,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
25.99,65.25,1006.77,1370.56,84.67,47.65,0.24,0.195,46.615,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
31.04,83.57,1006.03,415.76,289.79,39.59,0.05,0.027,4.052,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
25.88,69.39,1010.06,174.29,69.29,53.68,0.11,0,-1.441,Normal,Safe,Maintain Regular Monitoring
25.23,62.82,1012.29,90.22,81.49,60.38,0.15,0.027,1.341,Normal,Safe,Maintain Regular Monitoring
24.72,56.55,1008.9,73.67,83.48,53.89,0.09,-0.038,-0.644,Normal,Safe,Maintain Regular Monitoring
55.89,32.61,1011.58,497.69,611.42,65.03,0.3,1.028,11.853,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
26.93,50.85,1010.21,3076.68,79.22,59.17,0.18,0.284,17.456,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
32.56,89.49,1008.55,200.36,213.29,39.03,0.07,0.043,1.006,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
25.95,54.3,1005.79,3812.83,94.53,53.43,0.23,0.333,80.371,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
25,61.66,1012.81,126.45,75.79,87.01,6.14,0.054,-1.12,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
23.18,57.7,1011.03,79.73,43.86,53.63,0.22,0.028,-1.34,Normal,Safe,Maintain Regular Monitoring
32.03,93.51,1002.63,383.6,512.6,50.99,0.07,0.029,0.918,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
24.19,68.28,1010.82,138.84,111.07,88.87,3.18,0.005,0.111,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
24.35,61.32,1009.88,237.97,74.88,97.31,3.8,-0.007,-0.438,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
31.82,85.33,1004.62,381.6,532.4,39.62,0.09,0.212,-0.746,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
24.1,66.95,1014.11,167.2,83.02,90.02,3.69,0.024,1.583,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
41.84,41.35,1012.4,664.43,395.34,53.21,0.37,3.186,2.052,Spontaneous Combustion / Fire,High Risk,Dispatch Fire Inspection Team & Seal Airflow
24.54,65.77,1015.55,133.83,82.44,52.92,0.18,0.039,3.122,Normal,Safe,Maintain Regular Monitoring
26.55,57.8,1020.22,123.78,96.13,55.67,0.05,0.104,1.173,Normal,Safe,Maintain Regular Monitoring
26,66.45,1010.55,293.89,59.99,81.82,3.4,-0.001,-2.336,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
36.98,34.7,1011.5,582.72,675.36,69.54,0.45,2.938,11.934,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
22.13,63.94,1013.53,205.35,48.84,103,4.55,0.086,0.25,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
25.3,65.1,1007.55,1680.23,173.85,70.42,0.2,0.231,41.731,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
27.4,63.75,1017.05,129.99,83.11,56.33,0.2,-0.038,0.693,Normal,Safe,Maintain Regular Monitoring
27.41,68.72,1015.15,186.01,101.03,52.6,0.12,0.017,0.338,Normal,Safe,Maintain Regular Monitoring
24.87,61.57,1012.65,116.59,47.43,90.15,2.71,0.03,0.276,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
25.89,55.42,1008.39,1829.11,99.21,56.03,0.35,0.265,55.039,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
25.39,63.74,1015.86,217.73,66.97,60.62,0.25,0.007,-2.453,Normal,Safe,Maintain Regular Monitoring
26.72,67.03,1007.63,3399.6,75.37,59.18,0.29,0.203,37.982,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
27.06,61.33,1009.04,102.2,93.96,58.03,0.11,0.052,-0.112,Normal,Safe,Maintain Regular Monitoring
50.95,32.72,1010.45,698.92,628.81,51.45,0.26,3.253,6.414,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
24.79,62.46,1012.86,108.89,64.86,53.72,0.23,0.019,1.145,Normal,Safe,Maintain Regular Monitoring
25.36,62.74,1008.99,239.73,118.07,106.97,3.72,0.064,0.899,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
21.48,53.01,1011.55,53.72,62.08,64.64,0.13,0.095,1.932,Normal,Safe,Maintain Regular Monitoring
26.44,61.84,1007.94,2586.49,147.95,63.17,0.31,0.157,80.972,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
21.92,72.96,1009.66,197.75,80.42,52.61,0.08,-0.037,1.847,Normal,Safe,Maintain Regular Monitoring
24.98,65.19,1015.64,77.7,99.66,56.94,0.06,0.085,1.275,Normal,Safe,Maintain Regular Monitoring
28.4,64.34,1007.38,3572.67,110.57,64.55,0.34,0.199,44.963,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
25.09,66.85,1002.54,1367.67,156,59.05,0.18,0.295,51.193,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
37.01,46.91,1006.58,857.32,475.34,74.83,0.18,3.317,6.523,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
24.51,70.7,1008.44,92.46,54.93,48.25,0.18,0.009,0.615,Normal,Safe,Maintain Regular Monitoring
23.08,55.22,1011.37,89.3,119.7,113.04,2.1,-0.003,1.63,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
34.46,90.39,1003.79,206.13,475.95,51.38,0.12,-0.04,3.527,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
27.86,60.39,1012.58,222.17,53.73,95.21,3.61,0.036,0.659,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
22.52,66.7,1011.19,174.16,71.29,48.91,0.21,-0.01,-0.071,Normal,Safe,Maintain Regular Monitoring
28.36,53.22,1005.01,4438.11,130.32,54.25,0.26,0.379,42.01,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
26.66,54.85,1008.3,82.59,63.02,47.84,0.23,0.021,-1.18,Normal,Safe,Maintain Regular Monitoring
27.45,59.48,1014.8,185.71,88.24,56.75,0.09,0.086,1.382,Normal,Safe,Maintain Regular Monitoring
25.52,68.6,1011.82,143.98,88.87,79.59,3.2,0.009,0.906,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
26,58.1,1016.93,128.52,36.05,55.12,0.25,0.049,0.645,Normal,Safe,Maintain Regular Monitoring
25.72,65.89,1006.28,2276.83,101.26,59.21,0.1,0.299,42.32,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
50.4,33.09,1007.72,749.88,567.9,67.3,0.27,1.935,2.883,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
24.08,62.02,1020.32,250.81,45.86,108.4,3.59,-0.059,1.279,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
40.52,28.82,1010.16,821.43,378.77,74.56,0.2,1.915,6.825,Spontaneous Combustion / Fire,High Risk,Dispatch Fire Inspection Team & Seal Airflow
21.75,64.22,1013.09,58.79,84.62,46.13,0.23,-0.091,0.197,Normal,Safe,Maintain Regular Monitoring
25.19,61.91,1008.92,214.38,69.41,57.01,0.13,0.093,0.612,Normal,Safe,Maintain Regular Monitoring
27.78,54.81,1013.1,3496.3,100.94,68.56,0.23,0.103,62.829,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
25.68,54.36,1019.55,87.2,73.41,59.73,0.11,0.084,1.758,Normal,Safe,Maintain Regular Monitoring
29.07,66.94,1001.86,1856.53,88.82,49.47,0.27,0.226,78.467,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
24.93,67.58,1012.32,88.34,49.93,53.31,0.22,0.025,1.13,Normal,Safe,Maintain Regular Monitoring
22.92,55.59,1012.98,166.79,60.88,50.03,0.21,-0.053,-0.458,Normal,Safe,Maintain Regular Monitoring
23.38,46.96,1010.91,3970.15,74.72,46.21,0.26,0.086,82.639,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
25.08,62.03,1012.13,92.4,26.86,50.28,0.07,0.052,0.089,Normal,Safe,Maintain Regular Monitoring
42.65,42.28,1005.62,453.17,389.75,81.48,0.33,1.747,4.149,Spontaneous Combustion / Fire,High Risk,Dispatch Fire Inspection Team & Seal Airflow
29.09,59.13,1015.25,178.45,78.46,119.44,4.25,0.009,0.735,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
31.82,89.76,1006.83,339.58,359.3,47.52,0.06,-0.066,3.073,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
23.95,56.25,1016.77,129.41,77.73,53.2,0.16,0.032,3.1,Normal,Safe,Maintain Regular Monitoring
